neg,neu,pos,q,preds,category,texts,processed,wc,uwc,hit
0.07717009905424269,0.6556138377157974,0.2578832678498754,0.009332795380084443,neu,pos,รอโปรดีๆ ของเดือนนี้ อยู่นะคะ,รอ|โป|รดี|ๆ|ของ|เดือน|นี้|อยู่|นะคะ,9,9,False
0.37975307445109086,0.5164155347303621,0.035856896725662536,0.0679744940928846,neu,neg,ทำไมวีออสถังน้ำมันเล็กจัง,ทำไม|วีออส|ถัง|น้ำมัน|เล็ก|จัง,6,6,False
0.21464188782376956,0.7237560435851901,0.05961437401222259,0.0019876945788177055,neu,neg,เค้าบอกไก่เค้มไป,เค้า|บอก|ไก่|เค้ม|ไป,5,5,False
0.054169184622261043,0.9004283431941914,0.04370750969798532,0.0016949624855622212,neu,neu,วันศุกร์แล้ว!!!! คืนนี้แวะมาสนุกที่ #SNOP เต้นกันให้ตับหลุดไปเลย!!! สนุกยาวๆถึงตี 2 ไปเลยจ้า โปร #SNOP สุดคุ้ม #เสี่ยสั่งลุย เปิดเหล้าอะไรก็ได้ รับเบลนด์ซิกเพิ่มอีก 6 ขวด วันเกิดรับเบลนด์ซิกฟรี 2 ขวด ส่วนใครที่อยากจองโต๊ะโทรเบอร์นี้เลยจ้า 08 88 88 88 88 / 088 888 8888,วัน|ศุกร์|แล้ว|!|xxrep|  |คืนนี้|แวะ|มา|สนุก|ที่|#|snop|เต้น|กัน|ให้|ตับ|หลุด|ไป|เลย|!!!|สนุก|ยาว|ๆ|ถึง|ตี|2|ไป|เลย|จ้า|โปร|#|snop|สุด|คุ้ม|#|เสี่ย|สั่ง|ลุย|เปิด|เหล้า|อะไร|ก็ได้|รับ|เบล|นด์|ซิก|เพิ่ม|อีก|6|ขวด|วันเกิด|รับ|เบล|นด์|ซิก|ฟรี|2|ขวด|ส่วน|ใคร|ที่|อยาก|จอง|โต๊ะ|โทร|เบอร์|นี้|เลย|จ้า|08|88|88|88|88|/|088|888|8|xxrep,80,61,True
0.0966009949377008,0.8754063284305355,0.022832406857051384,0.005160269774712447,neu,neu,รัฐ ขาด ภาษี โรงงาน ยาสูบ ขาดรายได้ ตัวเงิน มหาศาล,รัฐ|ขาด|ภาษี|โรงงาน|ยาสูบ|ขาด|รายได้|ตัวเงิน|มหาศาล,9,8,True
0.3910255609942407,0.12997597324563526,0.4685195869093568,0.010478878850767263,pos,pos,อยากแดกบาบีก้อนโว้ยยยน,อยาก|แดก|บาบี|ก้อน|โว้ย|ยยน,6,6,True
0.04049467939214417,0.17118792944226774,0.784236800128187,0.004080591037401052,pos,pos,ชอบ black lable ที่ เด็คคาร์ด กินกับเค ที่บาร์,ชอบ|black|lable|ที่|เด็ค|คาร์|ด|กิน|กับ|เค|ที่|บาร์,12,11,True
0.02054163915050442,0.8126430006848939,0.16333738763116956,0.0034779725334322673,neu,neu,<3 สุขสันต์วันสงกรานต์นะคะ <3 :) ขอให้ Sheene ขายดิบขายดี :) :) Page มียอด Like เยอะๆ เพิ่มขึ้นทุกวัน :) :) มีแต่คนใช้ Sheene นะคะ :),<|3|สุขสันต์|วัน|สงกรานต์|นะคะ|<|3|:)|ขอให้|sheene|ขายดิบขายดี|:)|:)|page|มี|ยอด|like|เยอะ|ๆ|เพิ่มขึ้น|ทุกวัน|:)|:)|มี|แต่|คนใช้|sheene|นะคะ|:),30,20,True
0.3614867739130665,0.5922751478036784,0.039158190803673915,0.007079887479581317,neu,neu,ก็โยนคำถามไปทีร้านแล้วกันนะครับ จ่ายหนัก แต่ปลอดถัยเฉพาะร้านคุ้มหัวร้านได้ คนดูดไม่มีความปลอดภัยใครจะซื้อ ???,ก็|โยน|คำถาม|ไป|ที|ร้าน|แล้วกัน|นะ|ครับ|จ่าย|หนัก|แต่|ปลอด|ถัย|เฉพาะ|ร้าน|คุ้ม|หัว|ร้าน|ได้|คน|ดูด|ไม่มี|ความปลอดภัย|ใคร|จะ|ซื้อ|???,28,26,True
0.11770522622692313,0.8261400990292861,0.044044854584702905,0.01210982015908782,neu,neg,ดูข่าวเมื่อเช้า เขาบอกว่า อันตรายกว่าบุหรี่จริง 10 เท่า เป็นมะเร็งไวกว่าบุหรี่จริง. แล้วก็. คนขายกับคนซื้อ เขาจะตรวจดูทุกอย่างที่อยู่ที่ไหน เขาจะสืบต้นตอที่รับ ที่ส่งไปให้ลูกค้าใครบ้าง ส่งไปที่ไหน จะกวาดล้าง มีผลวันที่ 27 ธันวาคม 2560 ครับ,ดู|ข่าว|เมื่อเช้า|เขา|บอ|กว่า|อันตราย|กว่า|บุหรี่|จริง|10|เท่า|เป็น|มะเร็ง|ไว|กว่า|บุหรี่|จริง|.|แล้วก็|.|คน|ขาย|กับ|คนซื้อ|เขา|จะ|ตรวจดู|ทุกอย่าง|ที่อยู่|ที่ไหน|เขา|จะ|สืบ|ต้นตอ|ที่|รับ|ที่|ส่ง|ไป|ให้|ลูกค้า|ใคร|บ้าง|ส่ง|ไป|ที่ไหน|จะ|กวาดล้าง|มีผล|วันที่|27|ธันวาคม|2560|ครับ,55,42,False
0.09821446590059132,0.615335805221794,0.2835949760771122,0.0028547528005023752,neu,neu,กำลังนั่งกินช้างกันอยู่นะค่ะ,กำลัง|นั่ง|กิน|ช้าง|กัน|อยู่|นะ|ค่ะ,8,8,True
0.0762577672744449,0.6680903666055745,0.24916217136305113,0.0064896947569294035,neu,neu,กินฟรีป่าว,กิน|ฟรี|ป่าว,3,3,True
0.007826727409244984,0.6865901974703966,0.27993279317540765,0.025650281944950847,neu,neu,ลองไหม55,ลอง|ไหม|55,3,3,True
0.3771392466254099,0.5889398437164306,0.030039831681099534,0.003881077977060035,neu,neu,เขาโฆษนาผ้าอนามัย.ฟังตั้งนานนึกว่าโฆษนาโทรศัพที่ไหนได้ผ้าอนามัย,เขา|โฆษ|นา|ผ้าอนามัย|.|ฟัง|ตั้ง|นาน|นึก|ว่า|โฆษ|นา|โทร|ศัพ|ที่ไหนได้|ผ้าอนามัย,16,13,True
0.32995177500548495,0.6340232449205839,0.02519529988842286,0.010829680185508395,neu,neg,ขายอัลติสทิ้งซื้อฟอร์ดโฟกัส,ขาย|อัลติส|ทิ้ง|ซื้อ|ฟอร์ด|โฟกัส,6,6,False
0.11600836858993337,0.21859348400963652,0.6636184074980068,0.0017797399024232555,pos,pos,แกงอ่อมหมู/ต้มขม+เบียร์ช้างอร่อยสุดๆ,แกง|อ่อม|หมู|/|ต้ม|ขม|+|เบียร์|ช้าง|อร่อย|สุด|ๆ,12,12,True
0.009648135293542056,0.9773722133242794,0.012212174865084201,0.0007674765170945617,neu,neu,"คืนนี้ชวนคุณมาปลดปล่อยความ ติส ในปาร์ตี้ ""ติส • ตับ • แตก"" Phobia Possession Presents “Ink Warantorn X V Violette x Lula” concert on Thursday 2 November @ DND. • Tickets : - Early Bird : 499 Baht - At Door : 599 Baht - Package : บัตรเข้างาน 5 ใบ + Chivas Extra 1 ขวด + Free Flow Mixer (ราคาพิเศษสำหรับลูกค้า 10 โต๊ะแรกเพียงแอดไลน์ @phobia) • Dress Code - มาติส : Hawaii Tropical for BOY & Bohemian for Girl - มาตื๊ด : BLACK & WHITE Tickets & RSVP : Line : @phobia / Call : 099-9999999 พร้อมระเบิดความติส 2ทุ่ม ไปจนกว่าตับของคุณจะแตก A GOOD TIME IS NOT TO BE DISTURBED #DNDDoNotDisturb #DNDBoutiquePlayhouse #Phobiapossession","คืนนี้|ชวน|คุณ|มา|ปลดปล่อย|ความ|ติ|ส|ใน|ปาร์ตี้|""|ติ|ส|•|ตับ|•|แตก|""|phobia|possession|presents|“|ink|warantorn|x|v|violette|x|lula|”|concert|on|thursday|2|november|@|dnd|.|•|tickets|:|-|early|bird|:|499|baht|-|at|door|:|599|baht|-|package|:|บัตร|เข้างาน|5|ใบ|+|chivas|extra|1|ขวด|+|free|flow|mixer|(|ราคา|พิเศษ|สำหรับ|ลูกค้า|10|โต๊ะ|แรก|เพียง|แอด|ไลน์|@|phobia|)|•|dress|code|-|มา|ติ|ส|:|hawaii|tropical|for|boy|&|bohemian|for|girl|-|มา|ตื๊ด|:|black|&|white|tickets|&|rsvp|:|line|:|@|phobia|/|call|:|099|-|9|xxrep|  |พร้อม|ระเบิด|ความ|ติ|ส|2|ทุ่ม|ไป|จนกว่า|ตับ|ของ|คุณ|จะ|แตก|a|good|time|is|not|to|be|disturbed|#|dnddonotdisturb|#|dndboutiqueplayhouse|#|phobiapossession",150,107,True
0.09032238778315883,0.5953846545146122,0.2912696646754152,0.023023293026813788,neu,pos,น่านับถือจริงๆครับ,น่านับถือ|จริงๆ|ครับ,3,3,False
0.03797554756024029,0.16307444639368016,0.7804531291641129,0.018496876881966683,pos,pos,ขอบคุณทุกท่านครับ ที่สละเวลาเพื่อประชาชน,ขอบคุณ|ทุกท่าน|ครับ|ที่|สละเวลา|เพื่อ|ประชาชน,7,7,True
0.17069053308081314,0.6422228733186764,0.18228967142857103,0.004796922171939322,neu,neu,อูลาล่า อูลาลาอู อันยองงงง ออนนี่พีชชี่มาแล้วววววววว #firstcarefirstimpression #firstcarelimited #sulwhasoothailand #myfirstskincare,อู|ลา|ล่า|อู|ลาลา|อู|อัน|ยอง|xxrep|  |ออน|นี่|พีช|ชี่|มา|แล้ว|xxrep|  |#|firstcarefirstimpression|#|firstcarelimited|#|sulwhasoothailand|#|myfirstskincare,26,19,True
0.8324328767975013,0.13212331456828694,0.024727604389001654,0.010716204245209969,neg,neg,ติดอย่างเดียวไม่มีลูกกลิ้งเทไม่ระวัง แดกเพลียวครับ,ติด|อย่าง|เดียว|ไม่มี|ลูกกลิ้ง|เท|ไม่|ระวัง|แดก|เพลีย|ว|ครับ,12,12,True
0.820809527707856,0.0993562819123168,0.05851619864845254,0.02131799173137462,neg,neg,ผมไม่ค่อยเข้าใจตรรกะ ทำห่วงปปช. ปอดก้ของเรา อันตรายมากน้อยแค่ไหน ปปช.มีสิทธ์เลือกใช้,ผม|ไม่|ค่อย|เข้าใจ|ตรรกะ|ทำ|ห่วง|ปปช.|ปอด|ก้|ของ|เรา|อันตราย|มาก|น้อย|แค่|ไหน|ปปช.|มี|สิทธ์|เลือก|ใช้,22,21,True
0.33737425857017106,0.5640319791501629,0.08101824980271649,0.017575512476949558,neu,neg,ก้ไม่โอเคอยุ่ดี,ก้|ไม่|โอเค|อยุ่|ดี,5,5,False
0.88264578839884,0.10686069307413935,0.005554282948315298,0.004939235578705342,neg,neg,ฮอนด้าไทยแม่งควายไม่นำเขามาขาย,ฮอนด้า|ไทย|แม่|ง|ควาย|ไม่|นำ|เขา|มา|ขาย,10,10,True
0.8486209609035653,0.09424015694941347,0.05243739349183991,0.004701488655181206,neg,neg,ลองกินสเมอนอฟตัวแอล7% อีห่าร้อนคอชิบหาย แต่รสชาติโอเคให้ผ่าน,ลอง|กิน|ส|เม|อนอฟ|ตัว|แอ|ล|7|%|อี|ห่า|ร้อน|คอ|ชิบหาย|แต่|รสชาติ|โอเค|ให้|ผ่าน,20,20,True
0.05917592007923475,0.7993014689741413,0.13672448973744364,0.0047981212091803135,neu,pos,สามารถใช้ได้ตามปกติทุกตัวค่ะ ซึ่งผลิตภัณฑ์ Hada Labo ทุกประเภทผลิตภายใต้มาตรฐาน GMP และ PICs ปราศจากสารปรุงแต่งที่ส่งผลกระทบต่อผิวหน้า จึงเป็นผลิตภัณฑ์ที่อ่อนโยนปลอดภัย แม้ผิวแพ้ง่ายก็สามารถใช้ได้ และในกรณีของคุณแม่ตั้งครรภ์ หากกลัวว่าจะเกิดการแพ้ อาจจะนำผลิตภัณฑ์ไปปรึกษาคุณหมอเพื่อความมั่นใจมากยิ่งขึ้นด้วยก็ได้นะคะ :),สามารถ|ใช้ได้|ตามปกติ|ทุก|ตัว|ค่ะ|ซึ่ง|ผลิตภัณฑ์|hada|labo|ทุก|ประเภท|ผลิต|ภายใต้|มาตรฐาน|gmp|และ|pics|ปราศจาก|สาร|ปรุงแต่ง|ที่|ส่ง|ผลกระทบ|ต่อ|ผิวหน้า|จึง|เป็น|ผลิตภัณฑ์|ที่|อ่อนโยน|ปลอดภัย|แม้|ผิว|แพ้|ง่าย|ก็|สามารถ|ใช้ได้|และ|ใน|กรณี|ของ|คุณแม่|ตั้งครรภ์|หาก|กลัว|ว่า|จะ|เกิด|การ|แพ้|อาจจะ|นำ|ผลิตภัณฑ์|ไป|ปรึกษา|คุณหมอ|เพื่อ|ความมั่นใจ|มากยิ่งขึ้น|ด้วย|ก็ได้|นะคะ|:),65,57,False
0.06804678661958449,0.6067748332785781,0.32364350287236693,0.0015348772294705364,neu,neu,หืมมมมม,หืม|xxrep,2,2,True
0.23010317273842829,0.5966885234691082,0.16404950633570453,0.009158797456759052,neu,neu,ไม่เด็ดด,ไม่|เด็ด|ด,3,3,True
0.04524382989337,0.8633469041925268,0.08086825491334591,0.010541011000757288,neu,neu,พานาคอนต้า,พา|นา|คอน|ต้า,4,4,True
0.02798818476896448,0.8643832709203141,0.10049275016235858,0.007135794148362849,neu,neu,มีความอยาก 555,มี|ความอยาก|555,3,3,True
0.6158413779897427,0.34544397490783374,0.033597871418468324,0.0051167756839553815,neg,neg,เมื่อกี้ไปเดิน ETUDE ที่สยาม ละก็เสียงใครวะคุ้นๆ อ๋อออ เสียงผู้นี่เอง เพลง take your hand ฮือออ คิดถึง ปล.วิกซ์จะคั…,เมื่อกี้|ไป|เดิน|etude|ที่|สยาม|ละ|ก็|เสียง|ใคร|วะ|คุ้นๆ|อ๋อ|ออ|เสียง|ผู้|นี่เอง|เพลง|take|your|hand|ฮือ|ออ|คิดถึง|ปล.|วิก|ซ์|จะ|คั…,29,27,True
0.5575788606029778,0.28459855543527063,0.1301267309846618,0.027695852977089742,neg,neg,สาขาเซ็นทรัลพระราม2 ไม่เปิดสักที ปิดนานเกิ๊นนนน,สาขา|เซ็นทรัล|พระราม|2|ไม่|เปิด|สักที|ปิด|นาน|เกิ๊น|xxrep,11,11,True
0.9074359456998558,0.042645771673755,0.04629042749483476,0.0036278551315544116,neg,neg,ไม่เจียมไงเสือกแดกลีโอ,ไม่|เจียม|ไง|เสือก|แดก|ลีโอ,6,6,True
0.08603057380549778,0.3546448799254747,0.544361900206208,0.01496264606281954,pos,q,จะรอโปรรีฟิลน้าาาก้อนนน 😍😍😍,จะ|รอ|โปร|รี|ฟิล|น้า|ก้อน|นน|xxwrep|😍,10,10,False
0.8269359220076316,0.11096835228685005,0.059445837911934994,0.0026498877935833623,neg,pos,5555555 เบื่อละช้ะ,5|xxrep|  |เบื่อ|ละ|ช้ะ,6,6,False
0.6601978990732194,0.2960881430418666,0.040215650876998854,0.003498307007915231,neg,neg,อย่าให้เป็นแบบลูกเบียร์ช้างเสียละ,อย่า|ให้|เป็น|แบบ|ลูก|เบียร์|ช้าง|เสีย|ละ,9,9,True
0.04243299070006168,0.8125590066629199,0.1371270664293074,0.007880936207711046,neu,neu,หนู ครีม ให้จริงค่ะ เดี่ยวผัวมึงอ้อนตาม,หนู|ครีม|ให้|จริง|ค่ะ|เดี่ยว|ผัว|มึง|อ้อน|ตาม,10,10,True
